time,tasmin_day_drought_HadGEM2-ES_rcp85_late_century
2047-09-06 00:00:00+00:00,285.37088
2047-09-07 00:00:00+00:00,284.89117
2047-09-08 00:00:00+00:00,283.8077
2047-09-09 00:00:00+00:00,284.22284
2047-09-10 00:00:00+00:00,281.43268
2047-09-11 00:00:00+00:00,280.9162
2047-09-12 00:00:00+00:00,284.19263
2047-09-13 00:00:00+00:00,284.99194
2047-09-14 00:00:00+00:00,283.69003
2047-09-15 00:00:00+00:00,282.87006
2047-09-16 00:00:00+00:00,285.2025
2047-09-17 00:00:00+00:00,286.0383
2047-09-18 00:00:00+00:00,283.86755
2047-09-19 00:00:00+00:00,283.08856
